                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.1494,                 1.2001,                 1.1791,                0.84993,                 0.8157,                0.90126,                0.61434,                 1.1577,                  1.168,                 1.1802,              0.0011015,              0.0011015,              0.0011015
                     14,                 1.1268,                 1.1343,                 1.1567,                0.88678,                0.81385,                0.88157,                0.60175,                 1.0923,                 1.2194,                 1.1676,              0.0010891,              0.0010891,              0.0010891
                     15,                 1.0905,                 1.1039,                 1.1457,                0.80153,                0.82884,                0.88158,                0.58246,                  1.124,                 1.2231,                  1.178,              0.0010768,              0.0010768,              0.0010768
                     16,                 1.0825,                 1.0546,                 1.1375,                0.80617,                0.82367,                0.89025,                0.59647,                 1.0996,                 1.1289,                 1.1529,              0.0010644,              0.0010644,              0.0010644
                     17,                 1.1062,                 1.0489,                 1.1531,                0.87835,                0.80315,                 0.9075,                0.63056,                 1.0733,                 1.1492,                  1.152,               0.001052,               0.001052,               0.001052
                     18,                 1.1101,                 1.0364,                 1.1512,                0.89356,                0.87219,                0.92154,                0.63468,                 1.0592,                0.99816,                 1.1366,              0.0010396,              0.0010396,              0.0010396
                     19,                  1.085,                0.99993,                 1.1356,                0.91391,                0.82875,                0.91473,                0.64053,                 1.0999,                  1.001,                 1.1831,              0.0010273,              0.0010273,              0.0010273
                     20,                 1.0717,                0.97757,                 1.1391,                0.72744,                 0.7449,                0.77021,                0.51059,                 1.2492,                 1.5572,                 1.3683,              0.0010149,              0.0010149,              0.0010149
                     21,                 1.0982,                0.99357,                 1.1412,                0.90508,                0.84332,                0.92725,                0.64928,                 1.0293,                 1.0065,                 1.1312,              0.0010025,              0.0010025,              0.0010025
                     22,                 1.0733,                0.94857,                 1.1349,                0.81356,                 0.8808,                0.92578,                0.65545,                  1.109,                 1.0213,                  1.137,             0.00099013,             0.00099013,             0.00099013
                     23,                 1.0714,                0.96283,                 1.1266,                0.81096,                0.87552,                0.91233,                0.64413,                 1.0543,                 1.0496,                 1.1078,             0.00097775,             0.00097775,             0.00097775
                     24,                 1.0099,                0.88955,                 1.1099,                0.91676,                0.83474,                 0.9001,                0.63718,                 1.0376,                 0.9081,                 1.1333,             0.00096537,             0.00096537,             0.00096537
                     25,                 1.0306,                0.86134,                 1.1097,                0.89452,                0.86415,                0.92323,                0.64039,                 1.0858,                0.89942,                 1.1129,               0.000953,               0.000953,               0.000953
                     26,                 1.0285,                0.89065,                 1.1163,                0.92015,                0.86939,                0.93324,                0.68153,                0.99119,                0.86153,                 1.0675,             0.00094062,             0.00094062,             0.00094062
                     27,                  1.024,                0.89685,                 1.1023,                0.94204,                0.82773,                0.92741,                0.65373,                 1.0536,                0.86527,                 1.1181,             0.00092825,             0.00092825,             0.00092825
                     28,                 1.0132,                0.89208,                 1.1135,                0.87933,                0.87779,                0.93794,                0.65177,                 1.0536,                0.88571,                 1.1275,             0.00091588,             0.00091588,             0.00091588
                     29,                 1.0006,                0.84972,                 1.1051,                 0.9503,                0.84751,                0.92749,                 0.6501,                 1.0727,                0.82657,                 1.1115,              0.0009035,              0.0009035,              0.0009035
                     30,                 1.0344,                0.84443,                 1.1065,                0.95132,                0.78902,                 0.8856,                0.62976,                 1.0495,                0.93975,                 1.1174,             0.00089112,             0.00089112,             0.00089112
                     31,                0.99945,                0.83307,                 1.1019,                0.89036,                0.87314,                0.91795,                0.64311,                 1.0389,                0.87625,                 1.1349,             0.00087875,             0.00087875,             0.00087875
                     32,                0.98351,                0.81034,                 1.0994,                 0.9786,                 0.8226,                0.92205,                 0.6599,                 1.0001,                0.81099,                 1.0815,             0.00086637,             0.00086637,             0.00086637
                     33,                0.99622,                0.82259,                 1.0975,                0.89177,                0.87899,                0.91217,                0.66065,                0.99058,                0.82506,                 1.0879,               0.000854,               0.000854,               0.000854
                     34,                0.96459,                0.76316,                 1.0935,                0.92931,                0.85363,                0.93507,                0.67847,                0.95982,                0.78959,                 1.0557,             0.00084162,             0.00084162,             0.00084162
                     35,                 1.0032,                0.80123,                  1.092,                0.90504,                0.84778,                0.87993,                 0.6287,                0.98061,                0.89956,                 1.0943,             0.00082925,             0.00082925,             0.00082925
                     36,                0.96991,                0.76713,                 1.0721,                0.91654,                0.86962,                0.91612,                 0.6713,                0.97687,                0.76759,                 1.0864,             0.00081688,             0.00081688,             0.00081688
                     37,                 0.9515,                0.76243,                 1.0725,                0.89432,                0.87405,                0.92733,                0.68493,                0.96884,                0.73255,                 1.0549,              0.0008045,              0.0008045,              0.0008045
                     38,                0.98183,                0.75835,                 1.0862,                 0.9276,                0.88542,                0.94769,                0.69375,                0.96306,                 0.7428,                 1.0759,             0.00079213,             0.00079213,             0.00079213
                     39,                0.95829,                0.75521,                 1.0819,                0.93996,                0.86361,                0.96009,                0.69432,                0.98377,                 0.7378,                 1.0794,             0.00077975,             0.00077975,             0.00077975
                     40,                0.92435,                0.75038,                  1.067,                0.93652,                0.91479,                0.95918,                0.70379,                0.99692,                 0.7478,                 1.0828,             0.00076738,             0.00076738,             0.00076738
                     41,                0.94147,                0.73636,                 1.0764,                0.90039,                0.88291,                0.92726,                0.66815,                 1.0434,                  0.795,                 1.1097,               0.000755,               0.000755,               0.000755
                     42,                0.94076,                0.71852,                 1.0683,                0.87065,                0.86176,                 0.9126,                0.67054,                0.98152,                0.81322,                 1.0923,             0.00074263,             0.00074263,             0.00074263
                     43,                0.95828,                0.75659,                 1.0758,                0.94652,                0.87555,                0.94538,                0.70026,                0.95377,                0.71936,                 1.0599,             0.00073025,             0.00073025,             0.00073025
                     44,                0.91345,                0.73103,                 1.0494,                0.86006,                0.87753,                0.91672,                0.66978,                0.97848,                0.86216,                 1.0776,             0.00071788,             0.00071788,             0.00071788
                     45,                0.91296,                 0.7184,                 1.0531,                0.93965,                0.86991,                0.94077,                0.69263,                0.95607,                 0.7082,                 1.0581,              0.0007055,              0.0007055,              0.0007055
                     46,                0.92983,                0.71851,                 1.0595,                0.94308,                0.84732,                0.93403,                0.68932,                0.96735,                0.71692,                 1.0714,             0.00069313,             0.00069313,             0.00069313
                     47,                0.88486,                 0.7044,                 1.0444,                0.95137,                0.87783,                0.91932,                0.68346,                0.95122,                0.75112,                 1.0593,             0.00068075,             0.00068075,             0.00068075
                     48,                0.89146,                0.71225,                 1.0516,                0.94187,                0.83391,                0.92928,                0.67822,                0.98801,                 0.7646,                 1.0681,             0.00066838,             0.00066838,             0.00066838
                     49,                0.91055,                0.68958,                  1.048,                0.91339,                0.87431,                0.93821,                0.69423,                 0.9944,                0.69957,                 1.0673,               0.000656,               0.000656,               0.000656
                     50,                0.91307,                0.67087,                 1.0485,                0.91824,                0.86872,                0.94466,                0.69181,                0.99368,                0.70758,                 1.0729,             0.00064362,             0.00064362,             0.00064362
                     51,                0.89994,                0.69277,                 1.0489,                0.96694,                 0.8824,                0.95056,                0.69046,                0.97924,                0.69316,                 1.0778,             0.00063125,             0.00063125,             0.00063125
                     52,                0.87252,                0.68271,                 1.0419,                0.95769,                0.87526,                0.94786,                0.70074,                0.95337,                0.69354,                 1.0557,             0.00061887,             0.00061887,             0.00061887
                     53,                0.89954,                0.69316,                 1.0494,                0.95161,                0.87026,                0.94112,                0.69787,                0.98744,                0.69754,                 1.0689,              0.0006065,              0.0006065,              0.0006065
                     54,                0.89681,                0.67805,                 1.0505,                0.94014,                0.85566,                0.93525,                0.68137,                 0.9876,                0.67075,                 1.0851,             0.00059413,             0.00059413,             0.00059413
                     55,                0.89941,                0.68393,                 1.0464,                0.94146,                0.87967,                0.91904,                0.67824,                0.99829,                0.74556,                 1.0898,             0.00058175,             0.00058175,             0.00058175
                     56,                0.87168,                0.66094,                 1.0277,                  0.945,                0.89216,                0.94996,                0.70882,                0.96424,                0.65082,                 1.0468,             0.00056938,             0.00056938,             0.00056938
                     57,                0.86432,                0.63504,                 1.0292,                0.97063,                0.82418,                0.93084,                0.69223,                0.96325,                0.70199,                 1.0396,               0.000557,               0.000557,               0.000557
                     58,                 0.8913,                0.64709,                 1.0416,                0.92869,                0.85738,                0.92154,                 0.6805,                0.96599,                 0.7276,                 1.0507,             0.00054463,             0.00054463,             0.00054463
                     59,                0.86949,                0.65221,                 1.0484,                 0.9681,                0.85035,                0.94711,                0.70492,                0.95024,                0.72999,                 1.0484,             0.00053225,             0.00053225,             0.00053225
                     60,                0.84526,                0.64182,                 1.0373,                0.95389,                0.89486,                0.94706,                0.70497,                0.95757,                0.70528,                 1.0518,             0.00051988,             0.00051988,             0.00051988
                     61,                0.88824,                0.65015,                 1.0401,                0.95362,                0.85275,                0.93691,                0.68639,                0.99552,                0.68607,                 1.0677,              0.0005075,              0.0005075,              0.0005075
                     62,                0.86887,                0.62908,                 1.0332,                0.94166,                0.90321,                0.94787,                0.69867,                0.97277,                0.69849,                 1.0458,             0.00049513,             0.00049513,             0.00049513
                     63,                0.83474,                0.61938,                 1.0294,                0.96754,                0.87886,                0.94103,                0.70486,                 0.9495,                0.69091,                 1.0427,             0.00048275,             0.00048275,             0.00048275
                     64,                0.85386,                0.60918,                  1.025,                0.97542,                0.88373,                0.95229,                  0.716,                0.95769,                0.68871,                 1.0556,             0.00047038,             0.00047038,             0.00047038
                     65,                0.84279,                0.61915,                 1.0293,                0.91685,                0.90167,                0.94553,                0.70068,                0.97341,                0.68572,                 1.0665,               0.000458,               0.000458,               0.000458
                     66,                0.86301,                0.62177,                 1.0382,                0.97115,                0.85963,                0.95196,                  0.705,                0.93158,                0.69576,                 1.0494,             0.00044563,             0.00044563,             0.00044563
                     67,                0.80916,                0.59913,                 1.0082,                0.95366,                0.86261,                0.93873,                0.70521,                0.96521,                0.67263,                  1.073,             0.00043325,             0.00043325,             0.00043325
                     68,                0.83284,                0.60418,                 1.0328,                0.94781,                0.86521,                0.94194,                0.69885,                0.98466,                0.66726,                 1.0755,             0.00042087,             0.00042087,             0.00042087
                     69,                0.83822,                0.58859,                 1.0239,                0.94789,                0.86337,                0.93904,                0.69267,                 0.9707,                0.68893,                 1.0653,              0.0004085,              0.0004085,              0.0004085
                     70,                0.83435,                0.58939,                 1.0277,                0.88229,                0.91294,                0.93993,                 0.6835,                0.98986,                0.65378,                 1.0655,             0.00039613,             0.00039613,             0.00039613
                     71,                0.83155,                0.59178,                 1.0178,                0.91903,                0.88204,                0.93651,                0.68854,                0.98066,                0.66195,                 1.0639,             0.00038375,             0.00038375,             0.00038375
                     72,                0.86242,                0.59286,                 1.0308,                0.92495,                0.90806,                0.93415,                0.70235,                0.96754,                  0.666,                 1.0602,             0.00037138,             0.00037138,             0.00037138
                     73,                0.80552,                0.58934,                 1.0105,                0.95315,                0.87092,                0.94178,                0.71557,                 0.9338,                0.66514,                 1.0345,               0.000359,               0.000359,               0.000359
                     74,                0.81966,                0.58419,                 1.0181,                0.91611,                0.89438,                0.94354,                0.70897,                0.92063,                0.67422,                 1.0317,             0.00034663,             0.00034663,             0.00034663
                     75,                0.79965,                0.57362,                 1.0059,                0.94172,                0.85295,                0.93579,                0.69532,                0.91073,                0.71574,                  1.023,             0.00033425,             0.00033425,             0.00033425
                     76,                 0.8216,                 0.5698,                 1.0022,                0.93238,                0.86563,                0.92927,                0.69576,                0.95689,                0.67905,                 1.0415,             0.00032188,             0.00032188,             0.00032188
                     77,                0.79496,                0.56643,                 1.0034,                0.94176,                0.84884,                0.93296,                 0.6947,                0.95946,                0.70481,                 1.0553,              0.0003095,              0.0003095,              0.0003095
                     78,                0.79856,                 0.5782,                 1.0162,                0.95405,                0.85456,                0.95006,                 0.7165,                0.95236,                0.68142,                 1.0561,             0.00029713,             0.00029713,             0.00029713
                     79,                 0.7821,                0.57821,                 1.0106,                0.88738,                0.91767,                0.95335,                0.71734,                0.96066,                0.62959,                 1.0726,             0.00028475,             0.00028475,             0.00028475
                     80,                0.77651,                0.54384,                0.99113,                0.91908,                0.88835,                0.96206,                0.70867,                0.95796,                 0.6375,                 1.0731,             0.00027237,             0.00027237,             0.00027237
                     81,                0.78216,                0.55476,                 1.0099,                0.95028,                0.88167,                0.96122,                0.71044,                0.94367,                0.63438,                 1.0666,                0.00026,                0.00026,                0.00026
                     82,                0.78313,                0.56834,                 1.0109,                0.96248,                0.89026,                0.96184,                0.70923,                0.93602,                0.60855,                  1.059,             0.00024762,             0.00024762,             0.00024762
                     83,                0.78719,                0.54653,                0.99984,                0.97224,                  0.863,                 0.9599,                0.70691,                0.95228,                0.63728,                 1.0735,             0.00023525,             0.00023525,             0.00023525
                     84,                0.78811,                0.55655,                 1.0101,                0.92361,                0.89632,                0.94666,                 0.7111,                0.95672,                 0.6549,                  1.066,             0.00022288,             0.00022288,             0.00022288
                     85,                0.79242,                0.54731,                0.99658,                0.95521,                0.85255,                0.95051,                0.70406,                0.93911,                0.66621,                 1.0557,              0.0002105,              0.0002105,              0.0002105
                     86,                0.77711,                0.55008,                 1.0006,                0.95308,                0.89283,                0.95022,                0.70772,                0.90908,                0.65853,                 1.0372,             0.00019813,             0.00019813,             0.00019813
                     87,                0.75572,                0.53691,                0.98503,                0.94461,                0.88299,                0.95126,                  0.729,                0.89217,                0.64155,                  1.031,             0.00018575,             0.00018575,             0.00018575
                     88,                0.76937,                0.53952,                  1.007,                0.96573,                0.86948,                0.95654,                0.72424,                 0.8894,                0.63942,                 1.0328,             0.00017338,             0.00017338,             0.00017338
                     89,                0.73938,                0.52256,                0.98373,                0.97042,                0.88001,                0.95376,                0.73155,                 0.8916,                0.63556,                 1.0299,               0.000161,               0.000161,               0.000161
                     90,                0.74732,                0.53477,                0.99903,                0.94814,                 0.9063,                0.95615,                0.73413,                0.89713,                0.60353,                 1.0384,             0.00014862,             0.00014862,             0.00014862
                     91,                0.75347,                 0.5319,                0.99247,                 0.9607,                0.88259,                0.95303,                0.72684,                0.91765,                0.62444,                 1.0496,             0.00013625,             0.00013625,             0.00013625
                     92,                0.75415,                0.53278,                0.98408,                0.91087,                 0.9138,                0.95007,                0.73511,                0.91273,                0.63263,                 1.0485,             0.00012387,             0.00012387,             0.00012387
                     93,                0.76603,                0.52256,                0.99585,                0.95602,                0.85801,                0.94585,                0.72938,                0.91506,                0.65241,                 1.0518,              0.0001115,              0.0001115,              0.0001115
                     94,                 0.7347,                0.51457,                0.98627,                0.95943,                0.85784,                0.94595,                0.72352,                0.91994,                 0.6652,                 1.0554,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     95,                0.74916,                0.52475,                0.97996,                0.96275,                0.85526,                0.94711,                0.72916,                 0.9165,                0.66036,                 1.0537,              8.675e-05,              8.675e-05,              8.675e-05
                     96,                0.75749,                0.53174,                 0.9912,                0.93269,                0.87105,                 0.9459,                0.72833,                0.91794,                0.64824,                 1.0554,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     97,                0.73357,                0.50092,                 0.9832,                0.95299,                0.86066,                 0.9469,                0.73003,                0.90869,                0.62966,                 1.0497,                6.2e-05,                6.2e-05,                6.2e-05
                     98,                0.73121,                0.50982,                0.98092,                0.89823,                0.93148,                0.94862,                0.72793,                0.90131,                0.62557,                 1.0465,             4.9625e-05,             4.9625e-05,             4.9625e-05
                     99,                0.73306,                0.51513,                0.98745,                0.89516,                0.93005,                0.94925,                0.72894,                0.89415,                0.62192,                 1.0471,              3.725e-05,              3.725e-05,              3.725e-05
